,0,1,2,3,4,5,6,7,8,9
0,-9.553383335140598,-5.552696367113393,7.873866669265626,-2.0750782051174355,9.589334078700103,2.2744176167594796,1.673119955573144,-8.008945065395078,5.315466171208424,-7.63299845159631
1,5.560702793961212,-1.2201315309809189,-9.682191511335862,-9.7243750162177,0.33773398482922357,7.114444926010893,0.10967440793945993,-5.534090772733868,-4.951105284208477,-7.6853547979419226
1,5.453682314124664,-1.5083474918527486,-8.259891709549358,-8.496666011651964,-3.3548916342034563,5.8755496336863535,-0.693699198482236,-4.135999695044545,-7.491982949527385,-6.374729344847662
2,-1.9972576450853317,-8.983956992333624,-3.3727362062679402,3.8705175362615245,9.67021271976616,-1.4427936233686498,-8.325448468382666,4.501636175307923,-0.4356916235935679,-9.222718785264952
1,8.273101247796957,-1.3968204645974538,-9.501486255569656,-7.944466513460149,-1.9179276933458895,6.629262444105464,1.5472447024579399,-4.788391041627581,-5.05392873968596,-6.790376508766091
1,6.025859886069533,-3.8302114665292706,-11.875907316201692,-10.050969016481176,-0.8796978373774211,5.792490829958198,0.464553489584115,-5.457125864935247,-5.170628423397881,-5.899144479123992
2,-2.2654863307254005,-9.349001517848475,-4.6938181251778595,2.943207347615477,9.019407796550514,0.15723975713714444,-9.519222740038689,4.502526736087613,-0.90982842418883,-10.547349856528761
2,-1.916552925015859,-7.387443340443664,-5.900875061698555,4.541905170218076,8.197524644952754,-3.2883940955197075,-7.2401808404980255,3.761067942652822,-0.2216780119889201,-9.302287573490693
2,-2.3609999110359348,-8.607401087410816,-7.028088567895916,5.454329636031986,9.27099361549982,-2.4860938063451647,-8.994992610126474,4.9173569676372235,-0.9681385188737491,-9.637802869716154
1,5.128593211082152,-0.8107768014807348,-9.361205520892995,-11.298408876201485,-2.9606421426369427,7.139792090987776,0.7702619037432512,-5.498468056157563,-5.677650168264221,-6.401235185247873
0,-7.601000622627245,-3.4680186679676352,7.205541073860642,-2.676443719529697,11.128727653249108,2.011330426030362,2.5263997851713738,-8.104227570054006,5.2388142205702195,-7.993372768328292
1,5.858794862559665,-1.4095377695960072,-10.213836571127976,-9.439821253693037,-1.6646747097360293,6.83054164517182,-0.30526686521999125,-3.859953791298335,-6.032779680184143,-9.527004791523526
0,-7.05274470250939,-2.3217924905399805,9.513835591175255,-2.310998077432449,8.064307850534899,4.095166899122152,4.068441539727736,-7.728279087700175,3.8722293645743373,-7.9296260404085634
0,-6.793106008947083,-4.349314219924027,6.26773334874502,-2.1151850475971967,9.547850460414022,2.7453729924145795,3.8889651545026735,-8.756567953255633,5.988351541328828,-7.52966077687881
0,-6.605884249556426,-2.249294218639437,8.182106365009313,-2.070039408346045,7.691203293731211,4.355496424620192,3.859170426940098,-9.08968478319983,4.677751544486972,-9.796771924577948
2,0.6611442521431314,-8.371280794645962,-6.937595261452632,6.77424902454049,10.27528191067788,-0.15728837708197796,-9.790708603600438,2.472260856587703,0.44006984997375354,-9.00153069783109
0,-8.728983392446153,-3.823201760844999,8.406333654434219,-1.5665148597120973,10.188350364685164,2.85689269291153,3.024870418159249,-6.835526461343422,5.749501033610221,-6.0864842567080215
2,-2.6720037290861933,-7.989632021471602,-5.454657679344148,5.8126499046373805,9.67332003303723,-2.849146601032061,-9.572814114178403,3.1678139517721338,1.4792037407027752,-9.202858581049172
1,6.977931011730585,-1.429111573777632,-10.035600261377692,-9.725928479995655,-1.1990996186254481,6.158549766366718,0.027085696573844187,-4.949896299774064,-8.260999160699035,-6.877327310525835
2,0.9181097783104346,-10.019213714860813,-6.9987680482791035,4.846739283569877,8.92558438993275,-1.6446130268317438,-6.4591397118269365,3.7955682834202373,0.4175481006231845,-8.721278008165198
0,-7.384325038989335,-1.7785626264155334,8.855995358832258,-4.411131054763278,9.68168756943943,1.6653107158119227,4.3742874961448885,-7.501179709843534,3.3624534496312357,-8.76952961263458
0,-7.763487199620673,-1.7224267309026244,6.06097615438994,-2.702836872755624,10.704808591483681,4.251980468656369,3.704339030515227,-7.332107499913946,3.8119291075212693,-7.017935761305902
0,-7.0069638900018365,-3.0461164549211195,8.46588351697242,-2.636801572404057,11.26181217808363,2.928141347387723,3.0654063950567862,-8.113287797113076,5.101775570160845,-7.341791165157251
1,7.501268950800879,-1.201468510519358,-10.00213879528254,-10.054570633651498,-2.359871303728564,6.591034542063561,2.05368389905918,-5.115454582007879,-7.585377121469504,-6.008621198256083
0,-9.506099418167842,-3.921076786304786,7.847816359917599,-2.444755628667109,10.185323482602412,1.3468500340200134,3.5390303825101834,-10.467646003977926,6.486090257871491,-7.798841483418185
2,-2.4674258555733934,-10.375739771201534,-7.236078495328804,4.451488716242926,8.487967689081467,-2.1509945174304574,-8.568886189233845,3.1058587237538218,-0.2825090574163697,-7.779091311552003
2,-0.1108337208157546,-9.363714254918158,-7.4316996989058275,2.678046496874085,8.537660720746452,-3.9646217719437997,-6.092359404124105,4.6986940732358535,0.8156175448009791,-6.773649537733599
2,-1.1213553537193712,-9.631343676303159,-5.627826882836772,6.702772586416792,8.201572659520451,-1.6476007112225952,-8.788882186284154,3.954166796496971,-0.7559878109180315,-7.556494580110874
2,-1.4939489219650766,-8.491158675395377,-3.053548885324055,5.336598641061118,10.290408283930045,-1.8716928426784218,-6.731607629518581,2.781625216610976,-2.264463855132446,-7.863676995332766
